"","Method.a","Method.b","Method.c","Method.d","Method.e"
"51",0.337785483141878,0.291962009076655,0.267430148428007,0.274980678836524,0.30264048523521
"52",0.334040914411628,0.28085144626089,0.266391071890714,0.252486548522285,0.308560052361864
"53",0.360821560024393,0.280098088179605,0.25669361386373,0.254658457331153,0.29358473298574
"54",0.34796006291288,0.279887395984185,0.26075494269834,0.265921118101707,0.328448887937025
"55",0.334495092557143,0.288688099351225,0.277679846203244,0.26732169776389,0.272276787155912
"56",0.378281711804369,0.308639456305815,0.285098921233563,0.286665753026938,0.370439058398535
"57",0.445787099427899,0.333641622017902,0.316640904095174,0.332765051483009,0.366636466719234
"58",0.382789151232839,0.311954224786186,0.283071396257663,0.284983350059343,0.347246749855205
"59",0.367159561988888,0.277106300913059,0.251244676063793,0.239936458727412,0.283608360791529
"60",0.3423011112403,0.28867730862208,0.26848548838368,0.255869926451898,0.286961774432596
"61",0.320996028344539,0.273864761162788,0.255575354544344,0.238964315877382,0.278337525444978
"62",0.405914407419857,0.306846458591326,0.274153856952745,0.287565378979219,0.30585220175594
"63",0.344682413659965,0.265557863572118,0.249699860511578,0.237710637282296,0.271456443853416
"64",0.385941499720068,0.304154932264106,0.295700949738286,0.294437511029487,0.347649670251878
"65",0.381029472422631,0.277938084213625,0.263014063040742,0.267089457937808,0.292372481061856
"66",0.361565589228737,0.297332474680718,0.284278239583023,0.26896076114405,0.306099697832533
"67",0.38810226895949,0.327160007002624,0.311710936096898,0.301108379857175,0.346338863184819
"68",0.330512747867135,0.265118386739305,0.242752248975571,0.237814439238471,0.265728102479803
"69",0.346116606347706,0.273514001695068,0.255081349142902,0.244509172361652,0.291505446709628
"70",0.38151178717195,0.325248775259511,0.302746545823571,0.293713964593918,0.358169033694381
"71",0.442081354832916,0.329750759725069,0.312908775425559,0.330418869188329,0.39913347459994
"72",0.338140652738304,0.297225019804029,0.248181343506635,0.266509665341395,0.29814915820583
"73",0.372854740269783,0.343347199561358,0.313094112682858,0.286021115757483,0.372521879641119
"74",0.359742801089262,0.255899264232463,0.236677883920634,0.242110647344228,0.299653210585115
"75",0.38015131837353,0.316041014886494,0.306287965616737,0.274915823679817,0.31384841245425
"76",0.434696391537703,0.316976549314201,0.28255792491665,0.299470058842819,0.39763208689937
"77",0.358623851552746,0.291328298325252,0.260825713744096,0.276822256990237,0.293519348735356
"78",0.438803387228335,0.354491034494375,0.333764761244152,0.317617982445452,0.374578223709393
"79",0.354701674060543,0.324368283056632,0.294629661824019,0.286050545686272,0.330407761431556
"80",0.436436089107234,0.321842218922077,0.292698678600582,0.321504903004324,0.354347374349038
"81",0.358678435234176,0.285004342977506,0.260598745763726,0.230769629543812,0.273929151400697
"82",0.359386347899236,0.292046750813297,0.275326646911676,0.287552780639046,0.295883883519599
"83",0.342361700611696,0.28513986487394,0.258869437294135,0.270037250019606,0.278812421337418
"84",0.443130999352193,0.2930325817432,0.266662143179644,0.277662104370818,0.301021158085535
"85",0.35373331459653,0.277434678126334,0.253935768244418,0.276130483919214,0.339409137123856
"86",0.45193680715078,0.339646965757984,0.322975741763444,0.317100019492903,0.36564048303531
"87",0.387157915054598,0.324888595516469,0.314700424411959,0.291413408232088,0.340706489576568
"88",0.410983000853612,0.329534705904587,0.301990814740806,0.292959650374162,0.336158603925991
"89",0.319510441175302,0.265210107484688,0.245437108982488,0.250197174303796,0.262114119852061
"90",0.376850590457115,0.320605844990054,0.285280128701247,0.300783928947894,0.350602623457076
"91",0.380653645424968,0.305320968681216,0.291305784945381,0.290744340477813,0.337650040754228
"92",0.508545258810059,0.331940182583156,0.30403195516791,0.331609392319598,0.376008057514859
"93",0.372308905802743,0.328799370536564,0.300469434770218,0.276972990033584,0.345148331068254
"94",0.391621699679101,0.318080171990489,0.283470758181419,0.302406263097231,0.332221816272632
"95",0.397021088499631,0.29012568923253,0.272928263549773,0.236113278220804,0.332408387524005
"96",0.37459341299555,0.297819241938884,0.27641895512051,0.28963940681041,0.313895328045372
"97",0.316854263010401,0.26679966670595,0.246075759731409,0.23370384324547,0.296428008081103
"98",0.466922136422981,0.313956976574031,0.302641396434791,0.256736753058144,0.336630297491369
"99",0.386414387561511,0.313060187937162,0.293815264751546,0.292649952571472,0.364730481762233
"100",0.391739593562624,0.309022646677355,0.277945880238227,0.269427612624869,0.309464140040708
