"","Method.a","Method.b","Method.c","Method.d","Method.e"
"88",0.725300281154607,0.783116384206674,0.594304529008903,0.826520990079047,0.775835187190828
"89",1.03075280320238,0.768741683174818,0.666716131170661,0.821741043663764,0.923630785725124
"90",0.45765722151132,0.209152930049059,0.161046374311978,0.0238910441135196,0.365405101681268
"91",-0.244089937630908,0.834806951699134,0.756461820697555,0.597273711066613,0.52043512583461
"92",1.23584368356363,1.05805843284494,0.999785256563427,1.03972907980332,0.972775968016898
"93",1.36217978564399,1.20278372143813,1.09546850517942,1.30740329959788,1.36235850675368
"94",1.48189655092354,1.10745490326479,1.03497695737043,1.33039417383765,1.53179185960345
"95",1.04619468905635,1.59535416531076,1.43400394838233,1.54368975583144,1.38001369699688
"96",1.38871486192822,1.34652630643746,1.05357109821106,1.22687521572266,1.2880812994695
"97",0.779503974324615,0.914073636224534,0.664840218854658,1.07523015885219,0.936870803906734
"98",1.17173440173264,1.13128346564932,1.02261937956769,0.948362284258902,0.971169866009725
"99",1.19236348671597,0.936654714799619,1.03458115021745,1.02353011927803,0.857133415704711
"100",1.16545559407877,1.28198927814811,0.952074584265448,1.49434323521555,1.27453361951977
